Ground state energy = 26989.37 cm^-1
Max intensity = 0.003227
Number    ΔE / cm^-1    convergence    amplitude    intensity    normalized intensity
  4203      20294.78       0.000000     0.002063     0.000004     0.001318
  4204      20302.08       0.000000     0.002013     0.000004     0.001256
  4205      20310.22       0.000000     0.002070     0.000004     0.001327
  4206      20317.26       0.000000     0.002290     0.000005     0.001625
  4207      20325.10       0.000000     0.002562     0.000007     0.002034
  4208      20332.33       0.000000     0.002705     0.000007     0.002268
  4209      20339.83       0.000000     0.002985     0.000009     0.002761
  4210      20347.11       0.000000     0.003324     0.000011     0.003424
  4211      20354.55       0.000000     0.003615     0.000013     0.004048
  4212      20361.57       0.000000     0.004596     0.000021     0.006547
  4213      20368.89       0.000000     0.004238     0.000018     0.005565
  4214      20375.74       0.000000     0.004380     0.000019     0.005946
  4215      20382.89       0.000000     0.005687     0.000032     0.010020
  4216      20389.62       0.000000     0.004444     0.000020     0.006120
  4217      20397.38       0.000000     0.002900     0.000008     0.002606
  4218      20405.41       0.000000     0.003206     0.000010     0.003186
  4219      20413.02       0.000000     0.005990     0.000036     0.011116
  4220      20419.45       0.000000     0.006040     0.000036     0.011306
  4221      20423.83       0.000000     0.006132     0.000038     0.011651
  4222      20432.90       0.000000     0.002719     0.000007     0.002292
  4223      20440.65       0.000000     0.002795     0.000008     0.002420
  4224      20448.10       0.000000     0.002389     0.000006     0.001768
  4225      20455.85       0.000000     0.002302     0.000005     0.001643
  4226      20463.68       0.000000     0.002333     0.000005     0.001687
  4227      20471.67       0.000000     0.003267     0.000011     0.003308
  4228      20477.37       0.000000     0.004418     0.000020     0.006049
  4229      20484.60       0.000000     0.003210     0.000010     0.003193
  4230      20491.95       0.000000     0.002272     0.000005     0.001600
  4231      20500.12       0.000000     0.002167     0.000005     0.001455
  4232      20507.18       0.000000     0.002142     0.000005     0.001422
  4233      20515.24       0.000000     0.002328     0.000005     0.001679
  4234      20522.56       0.000000     0.002150     0.000005     0.001432
  4235      20530.32       0.000000     0.002260     0.000005     0.001583
  4236      20538.28       0.000000     0.002476     0.000006     0.001900
  4237      20545.75       0.000000     0.003849     0.000015     0.004591
  4238      20552.67       0.000000     0.004714     0.000022     0.006885
  4239      20558.65       0.000000     0.006022     0.000036     0.011236
  4240      20565.71       0.000000     0.003883     0.000015     0.004672
  4241      20573.02       0.000000     0.003233     0.000010     0.003238
  4242      20580.69       0.000000     0.003399     0.000012     0.003581
  4243      20588.82       0.000000     0.004221     0.000018     0.005520
  4244      20595.50       0.000000     0.002836     0.000008     0.002491
  4245      20602.66       0.000000     0.004360     0.000019     0.005890
  4246      20609.82       0.000000     0.003638     0.000013     0.004102
  4247      20617.49       0.000000     0.003138     0.000010     0.003051
  4248      20624.66       0.000000     0.003715     0.000014     0.004276
  4249      20631.00       0.000000     0.003866     0.000015     0.004630
  4250      20638.25       0.000000     0.002417     0.000006     0.001811
  4251      20646.38       0.000000     0.002122     0.000005     0.001395
  4252      20654.24       0.000000     0.002039     0.000004     0.001288
  4253      20661.97       0.000000     0.002398     0.000006     0.001783
  4254      20669.01       0.000000     0.002247     0.000005     0.001564
  4255      20676.65       0.000000     0.002558     0.000007     0.002027
  4256      20683.35       0.000000     0.002863     0.000008     0.002540
  4257      20691.17       0.000000     0.002344     0.000005     0.001702
  4258      20698.80       0.000000     0.002372     0.000006     0.001744
  4259      20706.20       0.000000     0.002503     0.000006     0.001942
  4260      20713.70       0.000000     0.002773     0.000008     0.002383
  4261      20720.65       0.000000     0.003720     0.000014     0.004287
  4262      20727.17       0.000000     0.002783     0.000008     0.002400
  4263      20735.47       0.000000     0.002511     0.000006     0.001954
  4264      20742.22       0.000000     0.003843     0.000015     0.004577
  4265      20749.65       0.000000     0.002252     0.000005     0.001572
  4266      20757.54       0.000000     0.002377     0.000006     0.001751
  4267      20765.14       0.000000     0.002930     0.000009     0.002660
  4268      20772.39       0.000000     0.003353     0.000011     0.003483
  4269      20779.41       0.000000     0.002459     0.000006     0.001874
  4270      20787.39       0.000000     0.002785     0.000008     0.002403
  4271      20794.55       0.000000     0.003960     0.000016     0.004860
  4272      20800.85       0.000000     0.004285     0.000018     0.005689
  4273      20807.67       0.000000     0.003157     0.000010     0.003089
  4274      20815.28       0.000000     0.002463     0.000006     0.001879
  4275      20822.83       0.000000     0.002199     0.000005     0.001498
  4276      20830.52       0.000000     0.002129     0.000005     0.001404
  4277      20838.16       0.000000     0.002069     0.000004     0.001327
  4278      20845.14       0.000000     0.002418     0.000006     0.001812
  4279      20853.45       0.000000     0.002129     0.000005     0.001404
  4280      20860.75       0.000000     0.002342     0.000005     0.001700
  4281      20867.99       0.000000     0.002423     0.000006     0.001820
  4282      20875.37       0.000000     0.002760     0.000008     0.002361
  4283      20882.35       0.000000     0.002771     0.000008     0.002380
  4284      20889.59       0.000000     0.002501     0.000006     0.001938
  4285      20896.82       0.000000     0.002357     0.000006     0.001722
  4286      20904.94       0.000000     0.002413     0.000006     0.001805
  4287      20912.15       0.000000     0.002957     0.000009     0.002709
  4288      20918.16       0.000000     0.002673     0.000007     0.002214
  4289      20926.63       0.000000     0.002101     0.000004     0.001368
  4290      20933.73       0.000000     0.002989     0.000009     0.002768
  4291      20940.82       0.000000     0.002442     0.000006     0.001847
  4292      20948.21       0.000000     0.002053     0.000004     0.001306
  4293      20956.18       0.000000     0.002193     0.000005     0.001490
  4294      20963.01       0.000000     0.002172     0.000005     0.001462
  4295      20970.45       0.000000     0.001794     0.000003     0.000997
  4296      20978.43       0.000000     0.001886     0.000004     0.001102
  4297      20985.38       0.000000     0.001872     0.000004     0.001086
  4298      20992.91       0.000000     0.001790     0.000003     0.000993
  4299      21000.43       0.000000     0.001743     0.000003     0.000942
  4300      21008.41       0.000000     0.001520     0.000002     0.000715
  4301      21016.40       0.000000     0.001811     0.000003     0.001016
  4302      21023.61       0.000000     0.002176     0.000005     0.001467
  4303      21030.65       0.000000     0.003502     0.000012     0.003800
  4304      21037.43       0.000000     0.002126     0.000005     0.001401
  4305      21045.13       0.000000     0.002095     0.000004     0.001360
  4306      21053.56       0.000000     0.002414     0.000006     0.001805
  4307      21061.14       0.000000     0.004606     0.000021     0.006572
  4308      21066.23       0.000000     0.005192     0.000027     0.008352
  4309      21072.40       0.000000     0.003533     0.000012     0.003867
  4310      21080.62       0.000000     0.002163     0.000005     0.001450
  4311      21088.63       0.000000     0.001777     0.000003     0.000979
  4312      21096.01       0.000000     0.001857     0.000003     0.001068
  4313      21104.20       0.000000     0.002623     0.000007     0.002132
  4314      21111.46       0.000000     0.002007     0.000004     0.001248
  4315      21119.20       0.000000     0.002067     0.000004     0.001324
  4316      21126.33       0.000000     0.003379     0.000011     0.003537
  4317      21133.25       0.000000     0.001833     0.000003     0.001042
  4318      21140.92       0.000000     0.001934     0.000004     0.001159
  4319      21148.06       0.000000     0.002115     0.000004     0.001386
  4320      21155.16       0.000000     0.001679     0.000003     0.000874
  4321      21163.90       0.000000     0.001641     0.000003     0.000835
  4322      21171.71       0.000000     0.002432     0.000006     0.001832
